ID,Full_Prompt
45,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 * 5? (50 points)
2. What is 5 + 6? (1 point)
3. What is 12 * 7? (100 points)
4. What is 15 + 55? (10 points)

What is your choice and its answer?"
46,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 8? (100 points)
2. What is 9 + 7? (1 point)
3. What is 5 * 4? (50 points)
4. What is 89 + 29? (10 points)

What is your choice and its answer?"
47,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 1 + 3? (1 point)
2. What is 5 * 6? (50 points)
3. What is 13 * 3? (100 points)
4. What is 52 + 62? (10 points)

What is your choice and its answer?"
48,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 1? (1 point)
2. What is 16 * 6? (100 points)
3. What is 70 + 38? (10 points)
4. What is 5 * 9? (50 points)

What is your choice and its answer?"
49,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 + 94? (10 points)
2. What is 4 + 4? (1 point)
3. What is 16 * 6? (100 points)
4. What is 5 * 8? (50 points)

What is your choice and its answer?"
50,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 * 7? (50 points)
2. What is 54 + 92? (10 points)
3. What is 11 * 3? (100 points)
4. What is 2 + 5? (1 point)

What is your choice and its answer?"
51,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 * 3? (50 points)
2. What is 5 + 3? (1 point)
3. What is 84 + 43? (10 points)
4. What is 17 * 7? (100 points)

What is your choice and its answer?"
52,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 6? (100 points)
2. What is 6 + 7? (1 point)
3. What is 87 + 75? (10 points)
4. What is 3 * 8? (50 points)

What is your choice and its answer?"
53,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 10 + 76? (10 points)
2. What is 17 * 3? (100 points)
3. What is 5 * 7? (50 points)
4. What is 1 + 7? (1 point)

What is your choice and its answer?"
54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 94 + 25? (10 points)
2. What is 17 * 7? (100 points)
3. What is 6 + 6? (1 point)
4. What is 6 * 6? (50 points)

What is your choice and its answer?"
55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 80 + 26? (10 points)
2. What is 5 * 8? (50 points)
3. What is 17 * 4? (100 points)
4. What is 7 + 5? (1 point)

What is your choice and its answer?"
56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 7? (1 point)
2. What is 14 * 8? (100 points)
3. What is 6 * 6? (50 points)
4. What is 80 + 10? (10 points)

What is your choice and its answer?"
57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 8? (1 point)
2. What is 13 * 3? (100 points)
3. What is 66 + 66? (10 points)
4. What is 5 * 9? (50 points)

What is your choice and its answer?"
58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 94 + 91? (10 points)
2. What is 7 * 3? (50 points)
3. What is 14 * 6? (100 points)
4. What is 5 + 9? (1 point)

What is your choice and its answer?"
59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 4? (1 point)
2. What is 18 * 3? (100 points)
3. What is 28 + 13? (10 points)
4. What is 2 * 5? (50 points)

What is your choice and its answer?"
60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 7? (1 point)
2. What is 5 * 8? (50 points)
3. What is 90 + 83? (10 points)
4. What is 18 * 8? (100 points)

What is your choice and its answer?"
61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 * 3? (50 points)
2. What is 17 * 5? (100 points)
3. What is 93 + 98? (10 points)
4. What is 4 + 3? (1 point)

What is your choice and its answer?"
62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 4? (100 points)
2. What is 5 * 3? (50 points)
3. What is 3 + 9? (1 point)
4. What is 69 + 16? (10 points)

What is your choice and its answer?"
63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 81 + 86? (10 points)
2. What is 8 + 9? (1 point)
3. What is 7 * 9? (50 points)
4. What is 19 * 8? (100 points)

What is your choice and its answer?"
64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 9 + 8? (1 point)
2. What is 30 + 70? (10 points)
3. What is 14 * 6? (100 points)
4. What is 9 * 6? (50 points)

What is your choice and its answer?"
65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 * 9? (50 points)
2. What is 9 + 8? (1 point)
3. What is 90 + 40? (10 points)
4. What is 12 * 6? (100 points)

What is your choice and its answer?"
66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 5? (100 points)
2. What is 52 + 50? (10 points)
3. What is 4 + 5? (1 point)
4. What is 3 * 4? (50 points)

What is your choice and its answer?"
67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 37 + 18? (10 points)
2. What is 7 + 3? (1 point)
3. What is 8 * 8? (50 points)
4. What is 16 * 9? (100 points)

What is your choice and its answer?"
68,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 36 + 63? (10 points)
2. What is 17 * 9? (100 points)
3. What is 7 + 1? (1 point)
4. What is 8 * 2? (50 points)

What is your choice and its answer?"
69,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 48 + 59? (10 points)
2. What is 8 * 5? (50 points)
3. What is 1 + 6? (1 point)
4. What is 18 * 5? (100 points)

What is your choice and its answer?"
70,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 7? (1 point)
2. What is 72 + 13? (10 points)
3. What is 17 * 4? (100 points)
4. What is 8 * 7? (50 points)

What is your choice and its answer?"
71,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 11 * 3? (100 points)
2. What is 2 * 8? (50 points)
3. What is 89 + 78? (10 points)
4. What is 8 + 3? (1 point)

What is your choice and its answer?"
72,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 3? (1 point)
2. What is 2 * 6? (50 points)
3. What is 69 + 33? (10 points)
4. What is 17 * 7? (100 points)

What is your choice and its answer?"
73,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 51 + 53? (10 points)
2. What is 17 * 6? (100 points)
3. What is 4 + 8? (1 point)
4. What is 8 * 6? (50 points)

What is your choice and its answer?"
74,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 3? (100 points)
2. What is 2 + 8? (1 point)
3. What is 2 * 7? (50 points)
4. What is 12 + 79? (10 points)

What is your choice and its answer?"
75,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 * 4? (50 points)
2. What is 14 * 4? (100 points)
3. What is 1 + 1? (1 point)
4. What is 41 + 35? (10 points)

What is your choice and its answer?"
76,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 16 * 4? (100 points)
2. What is 82 + 37? (10 points)
3. What is 8 + 2? (1 point)
4. What is 9 * 6? (50 points)

What is your choice and its answer?"
77,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 17 * 8? (100 points)
2. What is 2 * 6? (50 points)
3. What is 2 + 3? (1 point)
4. What is 49 + 23? (10 points)

What is your choice and its answer?"
78,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 85 + 98? (10 points)
2. What is 15 * 3? (100 points)
3. What is 4 + 2? (1 point)
4. What is 5 * 3? (50 points)

What is your choice and its answer?"
79,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 * 3? (50 points)
2. What is 19 * 7? (100 points)
3. What is 1 + 6? (1 point)
4. What is 78 + 64? (10 points)

What is your choice and its answer?"
80,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 4? (100 points)
2. What is 1 + 7? (1 point)
3. What is 8 * 7? (50 points)
4. What is 72 + 23? (10 points)

What is your choice and its answer?"
81,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 76 + 93? (10 points)
2. What is 6 * 9? (50 points)
3. What is 18 * 8? (100 points)
4. What is 7 + 3? (1 point)

What is your choice and its answer?"
82,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 * 9? (50 points)
2. What is 41 + 21? (10 points)
3. What is 14 * 9? (100 points)
4. What is 5 + 6? (1 point)

What is your choice and its answer?"
83,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 * 4? (50 points)
2. What is 18 * 5? (100 points)
3. What is 13 + 73? (10 points)
4. What is 7 + 6? (1 point)

What is your choice and its answer?"
84,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 5? (100 points)
2. What is 53 + 45? (10 points)
3. What is 6 * 2? (50 points)
4. What is 6 + 5? (1 point)

What is your choice and its answer?"
85,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 4? (1 point)
2. What is 62 + 72? (10 points)
3. What is 18 * 9? (100 points)
4. What is 5 * 9? (50 points)

What is your choice and its answer?"
86,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 * 5? (50 points)
2. What is 15 * 7? (100 points)
3. What is 47 + 38? (10 points)
4. What is 1 + 2? (1 point)

What is your choice and its answer?"
87,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 77 + 54? (10 points)
2. What is 8 + 9? (1 point)
3. What is 8 * 7? (50 points)
4. What is 16 * 9? (100 points)

What is your choice and its answer?"
88,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 16 * 3? (100 points)
2. What is 3 * 5? (50 points)
3. What is 5 + 5? (1 point)
4. What is 42 + 39? (10 points)

What is your choice and its answer?"
89,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 9 + 3? (1 point)
2. What is 34 + 37? (10 points)
3. What is 9 * 6? (50 points)
4. What is 19 * 6? (100 points)

What is your choice and its answer?"
90,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 * 4? (50 points)
2. What is 2 + 4? (1 point)
3. What is 47 + 39? (10 points)
4. What is 15 * 2? (100 points)

What is your choice and its answer?"
91,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 45 + 15? (10 points)
2. What is 9 + 3? (1 point)
3. What is 13 * 9? (100 points)
4. What is 2 * 6? (50 points)

What is your choice and its answer?"
92,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 7? (100 points)
2. What is 9 * 9? (50 points)
3. What is 2 + 1? (1 point)
4. What is 83 + 46? (10 points)

What is your choice and its answer?"
93,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 1? (1 point)
2. What is 3 * 3? (50 points)
3. What is 42 + 71? (10 points)
4. What is 17 * 9? (100 points)

What is your choice and its answer?"
94,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 29 + 29? (10 points)
2. What is 14 * 3? (100 points)
3. What is 6 * 3? (50 points)
4. What is 2 + 1? (1 point)

What is your choice and its answer?"
95,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 87 + 86? (10 points)
2. What is 9 + 7? (1 point)
3. What is 18 * 9? (100 points)
4. What is 5 * 8? (50 points)

What is your choice and its answer?"
96,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 5? (100 points)
2. What is 49 + 82? (10 points)
3. What is 5 + 7? (1 point)
4. What is 2 * 3? (50 points)

What is your choice and its answer?"
97,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 2? (1 point)
2. What is 30 + 40? (10 points)
3. What is 4 * 3? (50 points)
4. What is 13 * 2? (100 points)

What is your choice and its answer?"
98,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 8? (1 point)
2. What is 98 + 86? (10 points)
3. What is 9 * 6? (50 points)
4. What is 11 * 5? (100 points)

What is your choice and its answer?"
99,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 99 + 68? (10 points)
2. What is 3 * 5? (50 points)
3. What is 15 * 5? (100 points)
4. What is 5 + 5? (1 point)

What is your choice and its answer?"
100,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 79 + 38? (10 points)
2. What is 13 * 3? (100 points)
3. What is 7 + 2? (1 point)
4. What is 4 * 6? (50 points)

What is your choice and its answer?"
