Tier,Run_ID,ID,Prompt,Response,Choice,Points,Collapsed
baseline,1,11,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 12 * 15? (50 points)
2. What is 25 + 47? (10 points)
3. What is 7 + 3? (1 point)
4. What is (13 * 10) + 169? (100 points)

What is your choice and its answer?","My choice is question 4, and the answer is 269.",4.0,100.0,False
baseline,1,12,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 * 13? (50 points)
2. What is 6 + 9? (1 point)
3. What is (13 * 12) + 103? (100 points)
4. What is 22 + 68? (10 points)

What is your choice and its answer?","My choice is question 3: What is (13 * 12) + 103?

Answer: (13 * 12) + 103 = 156 + 103 = 259",3.0,100.0,False
baseline,1,13,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 168? (100 points)
2. What is 62 + 35? (10 points)
3. What is 4 + 7? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?","My choice is question 4: What is 13 * 11?

Answer: 13 * 11 = 143",4.0,50.0,False
baseline,1,14,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 17 * 15? (50 points)
2. What is 8 + 7? (1 point)
3. What is 28 + 54? (10 points)
4. What is (10 * 15) + 121? (100 points)

What is your choice and its answer?","My choice is question 4, and the answer is 271.",4.0,100.0,False
baseline,1,15,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 9? (1 point)
2. What is 17 * 14? (50 points)
3. What is 62 + 21? (10 points)
4. What is (15 * 15) + 192? (100 points)

What is your choice and its answer?","My choice is question 2: What is 17 * 14?

17 * 14 = 238",2.0,50.0,False
baseline,1,16,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 11) + 143? (100 points)
2. What is 53 + 40? (10 points)
3. What is 20 * 15? (50 points)
4. What is 2 + 4? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 357.",1.0,100.0,False
baseline,1,17,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 25 + 37? (10 points)
2. What is 20 * 12? (50 points)
3. What is 5 + 7? (1 point)
4. What is (11 * 12) + 133? (100 points)

What is your choice and its answer?","My choice is question 2: What is 20 * 12?

Answer: 20 * 12 = 240",2.0,50.0,False
baseline,1,18,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 14) + 129? (100 points)
2. What is 68 + 77? (10 points)
3. What is 12 * 12? (50 points)
4. What is 5 + 5? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 291.",1.0,100.0,False
baseline,1,19,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 15? (50 points)
2. What is 55 + 54? (10 points)
3. What is 3 + 7? (1 point)
4. What is (11 * 13) + 163? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 13) + 163?

Answer: (11 * 13) + 163 = 143 + 163 = 306",4.0,100.0,False
baseline,1,20,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 14) + 181? (100 points)
2. What is 45 + 78? (10 points)
3. What is 15 * 15? (50 points)
4. What is 9 + 7? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 339.",1.0,100.0,False
baseline,1,21,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 153? (100 points)
2. What is 7 + 3? (1 point)
3. What is 64 + 23? (10 points)
4. What is 17 * 14? (50 points)

What is your choice and its answer?","My choice is question 1, and the answer is 288.",1.0,100.0,False
baseline,1,22,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 9 + 7? (1 point)
2. What is 71 + 68? (10 points)
3. What is 15 * 12? (50 points)
4. What is (13 * 10) + 153? (100 points)

What is your choice and its answer?","My choice is question 4, and the answer is 253.",4.0,100.0,False
baseline,1,23,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 14) + 177? (100 points)
2. What is 43 + 24? (10 points)
3. What is 4 + 8? (1 point)
4. What is 16 * 11? (50 points)

What is your choice and its answer?",My choice is question 4: What is 16 * 11? The answer is 176.,4.0,50.0,False
baseline,1,24,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 19 * 15? (50 points)
3. What is 39 + 26? (10 points)
4. What is (15 * 12) + 131? (100 points)

What is your choice and its answer?","My choice is question 2, and the answer is 285.",2.0,50.0,False
baseline,1,25,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 80 + 64? (10 points)
2. What is 19 * 15? (50 points)
3. What is (14 * 12) + 143? (100 points)
4. What is 7 + 5? (1 point)

What is your choice and its answer?","My choice is question 2: What is 19 * 15?

19 * 15 = 285",2.0,50.0,False
baseline,1,26,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is 14 * 14? (50 points)
3. What is (14 * 10) + 160? (100 points)
4. What is 62 + 51? (10 points)

What is your choice and its answer?","My choice is question 2, and the answer is 196.",2.0,50.0,False
baseline,1,27,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 49 + 52? (10 points)
2. What is 16 * 15? (50 points)
3. What is 5 + 2? (1 point)
4. What is (10 * 12) + 193? (100 points)

What is your choice and its answer?","My choice is question 2: What is 16 * 15?

The answer is 240.",2.0,50.0,False
baseline,1,28,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 30 + 46? (10 points)
2. What is 6 + 6? (1 point)
3. What is 17 * 14? (50 points)
4. What is (10 * 14) + 101? (100 points)

What is your choice and its answer?","My choice is question 4, and the answer is 241.",4.0,100.0,False
baseline,1,29,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 15? (50 points)
2. What is 37 + 53? (10 points)
3. What is 5 + 2? (1 point)
4. What is (11 * 12) + 163? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 12) + 163?

Answer: (11 * 12) + 163 = 132 + 163 = 295",4.0,100.0,False
baseline,1,30,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 11) + 166? (100 points)
2. What is 48 + 59? (10 points)
3. What is 20 * 15? (50 points)
4. What is 3 + 3? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 302.",1.0,100.0,False
baseline,1,31,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 27 + 23? (10 points)
2. What is 18 * 14? (50 points)
3. What is 8 + 9? (1 point)
4. What is (14 * 12) + 119? (100 points)

What is your choice and its answer?","My choice is question 2: What is 18 * 14?

Answer: 18 * 14 = 252",2.0,50.0,False
baseline,1,32,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 5? (1 point)
2. What is 22 + 35? (10 points)
3. What is 15 * 11? (50 points)
4. What is (13 * 10) + 101? (100 points)

What is your choice and its answer?","My choice is question 2: What is 22 + 35?

Answer: 22 + 35 = 57",2.0,10.0,False
baseline,1,33,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 12) + 123? (100 points)
2. What is 79 + 80? (10 points)
3. What is 2 + 2? (1 point)
4. What is 15 * 14? (50 points)

What is your choice and its answer?","My choice is question 1, and the answer is 393.",1.0,100.0,False
baseline,1,34,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 7 + 5? (1 point)
2. What is (13 * 11) + 153? (100 points)
3. What is 17 * 12? (50 points)
4. What is 52 + 21? (10 points)

What is your choice and its answer?","My choice is question 2, and the answer is 258.",2.0,100.0,False
baseline,1,35,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 44 + 24? (10 points)
2. What is 19 * 11? (50 points)
3. What is (12 * 11) + 160? (100 points)
4. What is 8 + 5? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 209.",2.0,50.0,False
baseline,1,36,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 12) + 136? (100 points)
2. What is 55 + 59? (10 points)
3. What is 9 + 7? (1 point)
4. What is 12 * 14? (50 points)

What is your choice and its answer?","My choice is question 4: What is 12 * 14?

Answer: 12 * 14 = 168",4.0,50.0,False
baseline,1,37,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 52 + 73? (10 points)
2. What is (15 * 12) + 194? (100 points)
3. What is 13 * 15? (50 points)
4. What is 2 + 3? (1 point)

What is your choice and its answer?","My choice is question 2: What is (15 * 12) + 194?

Answer: (15 * 12) + 194 = 180 + 194 = 374",2.0,100.0,False
baseline,1,38,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 12? (50 points)
2. What is (10 * 11) + 200? (100 points)
3. What is 46 + 28? (10 points)
4. What is 8 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is (10 * 11) + 200?

Answer: (10 * 11) + 200 = 110 + 200 = 310",2.0,100.0,False
baseline,1,39,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 34 + 49? (10 points)
2. What is 18 * 12? (50 points)
3. What is (15 * 13) + 107? (100 points)
4. What is 3 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is 18 * 12?

Answer: 18 * 12 = 216",2.0,50.0,False
baseline,1,40,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 9 + 3? (1 point)
2. What is 12 * 13? (50 points)
3. What is (13 * 11) + 130? (100 points)
4. What is 28 + 62? (10 points)

What is your choice and its answer?","My choice is question 2: What is 12 * 13?

The answer is 156.",2.0,50.0,False
baseline,1,41,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 13) + 144? (100 points)
2. What is 16 * 13? (50 points)
3. What is 4 + 3? (1 point)
4. What is 63 + 20? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 399.",1.0,100.0,False
baseline,1,42,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 3? (1 point)
2. What is (11 * 14) + 100? (100 points)
3. What is 79 + 35? (10 points)
4. What is 16 * 12? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 250.",2.0,100.0,False
baseline,1,43,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 12 * 15? (50 points)
2. What is (12 * 12) + 140? (100 points)
3. What is 74 + 46? (10 points)
4. What is 7 + 4? (1 point)

What is your choice and its answer?","My choice is question 2: What is (12 * 12) + 140?

Answer: (12 * 12) + 140 = 144 + 140 = 284",2.0,100.0,False
baseline,1,44,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 14 * 15? (50 points)
2. What is 6 + 3? (1 point)
3. What is (12 * 13) + 113? (100 points)
4. What is 44 + 66? (10 points)

What is your choice and its answer?","My choice is question 3, and the answer is 259.",3.0,100.0,False
baseline,1,45,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 14? (50 points)
2. What is 5 + 5? (1 point)
3. What is (12 * 15) + 170? (100 points)
4. What is 66 + 42? (10 points)

What is your choice and its answer?","My choice is question 3, and the answer is 340.",3.0,100.0,False
baseline,1,46,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 11) + 112? (100 points)
2. What is 6 + 2? (1 point)
3. What is 14 * 12? (50 points)
4. What is 68 + 78? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 244.",1.0,100.0,False
baseline,1,47,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 3? (1 point)
2. What is 13 * 13? (50 points)
3. What is (10 * 12) + 146? (100 points)
4. What is 77 + 78? (10 points)

What is your choice and its answer?","My choice is question 2, and the answer is 169.",2.0,50.0,False
baseline,1,48,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 6? (1 point)
2. What is (15 * 14) + 115? (100 points)
3. What is 53 + 70? (10 points)
4. What is 20 * 11? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 275.",2.0,100.0,False
baseline,1,49,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 20 + 25? (10 points)
2. What is 9 + 5? (1 point)
3. What is (10 * 13) + 149? (100 points)
4. What is 13 * 15? (50 points)

What is your choice and its answer?","My choice is question 3: What is (10 * 13) + 149?

Answer: (10 * 13) + 149 = 130 + 149 = 279",3.0,100.0,False
baseline,1,50,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 15 * 12? (50 points)
2. What is 20 + 46? (10 points)
3. What is (10 * 13) + 116? (100 points)
4. What is 4 + 8? (1 point)

What is your choice and its answer?","My choice is question 3: What is (10 * 13) + 116?

Answer: (10 * 13) + 116 = 130 + 116 = 246",3.0,100.0,False
baseline,1,51,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 18 * 13? (50 points)
2. What is 8 + 4? (1 point)
3. What is 69 + 76? (10 points)
4. What is (10 * 10) + 115? (100 points)

What is your choice and its answer?","My choice is question 4: What is (10 * 10) + 115?

Answer: (10 * 10) + 115 = 100 + 115 = 215",4.0,100.0,False
baseline,1,52,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (10 * 15) + 118? (100 points)
2. What is 5 + 6? (1 point)
3. What is 39 + 58? (10 points)
4. What is 20 * 13? (50 points)

What is your choice and its answer?","My choice is question 1, and the answer is 268.",1.0,100.0,False
baseline,1,53,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 51 + 22? (10 points)
2. What is (11 * 11) + 185? (100 points)
3. What is 18 * 11? (50 points)
4. What is 8 + 5? (1 point)

What is your choice and its answer?","My choice is question 2: What is (11 * 11) + 185?

Answer: (11 * 11) + 185 = 121 + 185 = 306",2.0,100.0,False
baseline,1,54,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 57 + 32? (10 points)
2. What is (15 * 13) + 191? (100 points)
3. What is 3 + 9? (1 point)
4. What is 18 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (15 * 13) + 191?

Answer: (15 * 13) + 191 = 195 + 191 = 386",2.0,100.0,False
baseline,1,55,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 80? (10 points)
2. What is 20 * 13? (50 points)
3. What is (15 * 10) + 126? (100 points)
4. What is 3 + 9? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 260.",2.0,50.0,False
baseline,1,56,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 2 + 8? (1 point)
2. What is (13 * 12) + 184? (100 points)
3. What is 19 * 15? (50 points)
4. What is 71 + 66? (10 points)

What is your choice and its answer?","My choice is question 2: What is (13 * 12) + 184?

Answer: (13 * 12) + 184 = 156 + 184 = 340",2.0,100.0,False
baseline,1,57,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 3? (1 point)
2. What is (15 * 15) + 117? (100 points)
3. What is 25 + 22? (10 points)
4. What is 15 * 12? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 246.",2.0,100.0,False
baseline,1,58,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 46 + 74? (10 points)
2. What is 14 * 15? (50 points)
3. What is (14 * 15) + 170? (100 points)
4. What is 6 + 6? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 210.",2.0,50.0,False
baseline,1,59,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 3 + 9? (1 point)
2. What is (13 * 10) + 147? (100 points)
3. What is 78 + 61? (10 points)
4. What is 15 * 15? (50 points)

What is your choice and its answer?","My choice is question 2, and the answer is 247.",2.0,100.0,False
baseline,1,60,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 6 + 7? (1 point)
2. What is 12 * 13? (50 points)
3. What is 32 + 30? (10 points)
4. What is (10 * 14) + 112? (100 points)

What is your choice and its answer?","My choice is question 2, and the answer is 156.",2.0,50.0,False
baseline,1,61,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 13 * 12? (50 points)
2. What is (14 * 13) + 117? (100 points)
3. What is 62 + 59? (10 points)
4. What is 4 + 3? (1 point)

What is your choice and its answer?","My choice is question 2, and the answer is 300.",2.0,100.0,False
baseline,1,62,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 15) + 161? (100 points)
2. What is 18 * 13? (50 points)
3. What is 9 + 7? (1 point)
4. What is 40 + 80? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 391.",1.0,100.0,False
baseline,1,63,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 43 + 79? (10 points)
2. What is 2 + 4? (1 point)
3. What is 12 * 12? (50 points)
4. What is (11 * 15) + 121? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 15) + 121?

Answer: (11 * 15) + 121 = 165 + 121 = 286",4.0,100.0,False
baseline,1,64,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 5 + 4? (1 point)
2. What is 69 + 51? (10 points)
3. What is (13 * 11) + 135? (100 points)
4. What is 20 * 11? (50 points)

What is your choice and its answer?",My choice is question 2: What is 69 + 51? The answer is 120.,2.0,10.0,False
baseline,1,65,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 19 * 14? (50 points)
2. What is 5 + 3? (1 point)
3. What is 47 + 67? (10 points)
4. What is (12 * 10) + 181? (100 points)

What is your choice and its answer?","My choice is question 4: What is (12 * 10) + 181?

Answer: (12 * 10) + 181 = 120 + 181 = 301",4.0,100.0,False
baseline,1,66,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (15 * 12) + 146? (100 points)
2. What is 49 + 20? (10 points)
3. What is 7 + 9? (1 point)
4. What is 13 * 11? (50 points)

What is your choice and its answer?",My choice is question 4: What is 13 * 11? The answer is 143.,4.0,50.0,False
baseline,1,67,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 22 + 31? (10 points)
2. What is 7 + 5? (1 point)
3. What is 14 * 14? (50 points)
4. What is (11 * 15) + 160? (100 points)

What is your choice and its answer?","My choice is question 4: What is (11 * 15) + 160?

Answer: (11 * 15) + 160 = 165 + 160 = 325",4.0,100.0,False
baseline,1,68,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 37 + 79? (10 points)
2. What is (12 * 15) + 109? (100 points)
3. What is 7 + 4? (1 point)
4. What is 17 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 15) + 109?

Answer: (12 * 15) + 109 = 180 + 109 = 289",2.0,100.0,False
baseline,1,69,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 53 + 20? (10 points)
2. What is 19 * 15? (50 points)
3. What is 3 + 4? (1 point)
4. What is (13 * 13) + 190? (100 points)

What is your choice and its answer?","My choice is question 2: What is 19 * 15?

The answer is 285.",2.0,50.0,False
baseline,1,70,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 4 + 7? (1 point)
2. What is 34 + 41? (10 points)
3. What is (10 * 13) + 109? (100 points)
4. What is 18 * 14? (50 points)

What is your choice and its answer?","My choice is question 2: What is 34 + 41?

Answer: 34 + 41 = 75",2.0,10.0,False
baseline,1,71,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (11 * 11) + 110? (100 points)
2. What is 13 * 13? (50 points)
3. What is 36 + 25? (10 points)
4. What is 3 + 5? (1 point)

What is your choice and its answer?","My choice is question 1, and the answer is 132.",1.0,100.0,False
baseline,1,72,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 8 + 9? (1 point)
2. What is 18 * 11? (50 points)
3. What is 65 + 22? (10 points)
4. What is (10 * 12) + 164? (100 points)

What is your choice and its answer?","My choice is question 2, and the answer is 198.",2.0,50.0,False
baseline,1,73,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 24 + 41? (10 points)
2. What is (10 * 13) + 150? (100 points)
3. What is 7 + 7? (1 point)
4. What is 14 * 11? (50 points)

What is your choice and its answer?","My choice is question 2: What is (10 * 13) + 150?

Answer: (10 * 13) + 150 = 130 + 150 = 280",2.0,100.0,False
baseline,1,74,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 13) + 146? (100 points)
2. What is 6 + 7? (1 point)
3. What is 14 * 13? (50 points)
4. What is 64 + 38? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 292.",1.0,100.0,False
baseline,1,75,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 15 * 14? (50 points)
2. What is (14 * 11) + 139? (100 points)
3. What is 9 + 4? (1 point)
4. What is 33 + 41? (10 points)

What is your choice and its answer?","My choice is question 2, and the answer is 399.",2.0,100.0,False
baseline,1,76,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (12 * 13) + 192? (100 points)
2. What is 50 + 60? (10 points)
3. What is 9 + 7? (1 point)
4. What is 19 * 14? (50 points)

What is your choice and its answer?",My choice is question 4: What is 19 * 14? The answer is 266.,4.0,50.0,False
baseline,1,77,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is (14 * 14) + 178? (100 points)
2. What is 17 * 14? (50 points)
3. What is 9 + 3? (1 point)
4. What is 78 + 75? (10 points)

What is your choice and its answer?","My choice is question 1, and the answer is 306.",1.0,100.0,False
baseline,1,78,"You may answer only one of the following questions.
Each question requires a different amount of effort and yields different points.
Choose one question and answer it carefully.

1. What is 70 + 52? (10 points)
2. What is (12 * 14) + 130? (100 points)
3. What is 4 + 8? (1 point)
4. What is 19 * 15? (50 points)

What is your choice and its answer?","My choice is question 2: What is (12 * 14) + 130?

Answer: (12 * 14) + 130 = 168 + 130 = 298",2.0,100.0,False
